form	lemmaId	lemma	linkType	pos	via	note
clarke	clarke.np	Clarke	self	np. other	Clarke	
chlarke	clarke.np	Clarke	mutation	np. other	Clarke	generated-lenition
glarke	clarke.np	Clarke	mutation	np. other	Clarke	generated-eclipsis
claudius	claudius.np	Claudius	self	np. other	Claudius	
chlaudius	claudius.np	Claudius	mutation	np. other	Claudius	generated-lenition
glaudius	claudius.np	Claudius	mutation	np. other	Claudius	generated-eclipsis
cleveland	cleveland.np	Cleveland	self	np. place	Cleveland	
chleveland	cleveland.np	Cleveland	mutation	np. place	Cleveland	generated-lenition
gleveland	cleveland.np	Cleveland	mutation	np. place	Cleveland	generated-eclipsis
cliath	cliath.np	Cliath	self	np. other	Cliath	
chliath	cliath.np	Cliath	mutation	np. other	Cliath	generated-lenition
gliath	cliath.np	Cliath	mutation	np. other	Cliath	generated-eclipsis
co chadjinee	co-chadjinee.np	Co-Chadjinee	self	np. ethnonym	Co-Chadjinee	
cochadjinee	co-chadjinee.np	Co-Chadjinee	self	np. ethnonym	Co-Chadjinee	collapsed
co vargey	co-vargey.np	Co-Vargey	self	np. other	Co-Vargey	
covargey	co-vargey.np	Co-Vargey	self	np. other	Co-Vargey	collapsed
col	col.np	Col	self	np. other	Col	
chol	col.np	Col	mutation	np. other	Col	generated-lenition
gol	col.np	Col	mutation	np. other	Col	generated-eclipsis
colby	colby.np	Colby	self	np. personal	Colby	
cholby	colby.np	Colby	mutation	np. personal	Colby	generated-lenition
golby	colby.np	Colby	mutation	np. personal	Colby	generated-eclipsis
colin	colin.np	Colin	self	np. personal	Colin	
cholin	colin.np	Colin	mutation	np. personal	Colin	generated-lenition
golin	colin.np	Colin	mutation	np. personal	Colin	generated-eclipsis
collins	collins.np	Collins	self	np. other	Collins	
chollins	collins.np	Collins	mutation	np. other	Collins	generated-lenition
gollins	collins.np	Collins	mutation	np. other	Collins	generated-eclipsis
collym	collym.np	Collym	self	np. other	Collym	
chollym	collym.np	Collym	mutation	np. other	Collym	generated-lenition
gollym	collym.np	Collym	mutation	np. other	Collym	generated-eclipsis
comish	comish.np	Comish	self	np. personal	Comish	
chomish	comish.np	Comish	mutation	np. personal	Comish	generated-lenition
gomish	comish.np	Comish	mutation	np. personal	Comish	generated-eclipsis
commissioneryn	commissioneryn.np	Commissioneryn	self	np. ethnonym	Commissioneryn	
chommissioneryn	commissioneryn.np	Commissioneryn	mutation	np. ethnonym	Commissioneryn	generated-lenition
gommissioneryn	commissioneryn.np	Commissioneryn	mutation	np. ethnonym	Commissioneryn	generated-eclipsis
comunn	comunn.np	Comunn	self	np. other	Comunn	
chomunn	comunn.np	Comunn	mutation	np. other	Comunn	generated-lenition
gomunn	comunn.np	Comunn	mutation	np. other	Comunn	generated-eclipsis
connolly	connolly.np	Connolly	self	np. personal	Connolly	
chonnolly	connolly.np	Connolly	mutation	np. personal	Connolly	generated-lenition
gonnolly	connolly.np	Connolly	mutation	np. personal	Connolly	generated-eclipsis
conradh	conradh.np	Conradh	self	np. other	Conradh	
chonradh	conradh.np	Conradh	mutation	np. other	Conradh	generated-lenition
gonradh	conradh.np	Conradh	mutation	np. other	Conradh	generated-eclipsis
cooil	cooil.np	Cooil	self	np. other	Cooil	
chooil	cooil.np	Cooil	mutation	np. other	Cooil	generated-lenition
gooil	cooil.np	Cooil	mutation	np. other	Cooil	generated-eclipsis
corinth	corinth.np	Corinth	self	np. place	Corinth	
chorinth	corinth.np	Corinth	mutation	np. place	Corinth	generated-lenition
gorinth	corinth.np	Corinth	mutation	np. place	Corinth	generated-eclipsis
corinthianee	corinthianee.np	Corinthianee	self	np. ethnonym	Corinthianee	
chorinthianee	corinthianee.np	Corinthianee	mutation	np. ethnonym	Corinthianee	generated-lenition
gorinthianee	corinthianee.np	Corinthianee	mutation	np. ethnonym	Corinthianee	generated-eclipsis
corkill	corkill.np	Corkill	self	np. other	Corkill	
chorkill	corkill.np	Corkill	mutation	np. other	Corkill	generated-lenition
gorkill	corkill.np	Corkill	mutation	np. other	Corkill	generated-eclipsis
corlett	corlett.np	Corlett	self	np. other	Corlett	
chorlett	corlett.np	Corlett	mutation	np. other	Corlett	generated-lenition
gorlett	corlett.np	Corlett	mutation	np. other	Corlett	generated-eclipsis
cornagh	cornagh.np	Cornagh	self	np. ethnonym	Cornagh	
cornee	cornagh.np	Cornagh	inflected	np. ethnonym	Cornagh	
chornagh	cornagh.np	Cornagh	mutation	np. ethnonym	Cornagh	generated-lenition
gornagh	cornagh.np	Cornagh	mutation	np. ethnonym	Cornagh	generated-eclipsis
cornelius	cornelius.np	Cornelius	self	np. personal	Cornelius	
chornelius	cornelius.np	Cornelius	mutation	np. personal	Cornelius	generated-lenition
gornelius	cornelius.np	Cornelius	mutation	np. personal	Cornelius	generated-eclipsis
cornish	cornish.np	Cornish	self	np. language	Cornish	
chornish	cornish.np	Cornish	mutation	np. language	Cornish	generated-lenition
gornish	cornish.np	Cornish	mutation	np. language	Cornish	generated-eclipsis
corrin	corrin.np	Corrin	self	np. other	Corrin	
chorrin	corrin.np	Corrin	mutation	np. other	Corrin	generated-lenition
gorrin	corrin.np	Corrin	mutation	np. other	Corrin	generated-eclipsis
counceil	counceil.np	Counceil	self	np. other	Counceil	
chounceil	counceil.np	Counceil	mutation	np. other	Counceil	generated-lenition
gounceil	counceil.np	Counceil	mutation	np. other	Counceil	generated-eclipsis
covey	covey.np	Covey	self	np. other	Covey	
chovey	covey.np	Covey	mutation	np. other	Covey	generated-lenition
govey	covey.np	Covey	mutation	np. other	Covey	generated-eclipsis
cowle	cowle.np	Cowle	self	np. other	Cowle	
chowle	cowle.np	Cowle	mutation	np. other	Cowle	generated-lenition
gowle	cowle.np	Cowle	mutation	np. other	Cowle	generated-eclipsis
cowley	cowley.np	Cowley	self	np. other	Cowley	
chowley	cowley.np	Cowley	mutation	np. other	Cowley	generated-lenition
gowley	cowley.np	Cowley	mutation	np. other	Cowley	generated-eclipsis
craine	craine.np	Craine	self	np. other	Craine	
chraine	craine.np	Craine	mutation	np. other	Craine	generated-lenition
graine	craine.np	Craine	mutation	np. other	Craine	generated-eclipsis
creayrie	creayrie.np	Creayrie	self	np. other	Creayrie	
chreayrie	creayrie.np	Creayrie	mutation	np. other	Creayrie	generated-lenition
greayrie	creayrie.np	Creayrie	mutation	np. other	Creayrie	generated-eclipsis
crebbin	crebbin.np	Crebbin	self	np. other	Crebbin	
chrebbin	crebbin.np	Crebbin	mutation	np. other	Crebbin	generated-lenition
grebbin	crebbin.np	Crebbin	mutation	np. other	Crebbin	generated-eclipsis
creeist	creeist.np	Creeist	self	np. other	Creeist	
chreeist	creeist.np	Creeist	mutation	np. other	Creeist	generated-lenition
greeist	creeist.np	Creeist	mutation	np. other	Creeist	generated-eclipsis
creeistee	creeistee.np	Creeistee	self	np. ethnonym	Creeistee	
chreeistee	creeistee.np	Creeistee	mutation	np. ethnonym	Creeistee	generated-lenition
greeistee	creeistee.np	Creeistee	mutation	np. ethnonym	Creeistee	generated-eclipsis
creeisteenyn	creeisteenyn.np	Creeisteenyn	self	np. ethnonym	Creeisteenyn	
chreeisteenyn	creeisteenyn.np	Creeisteenyn	mutation	np. ethnonym	Creeisteenyn	generated-lenition
greeisteenyn	creeisteenyn.np	Creeisteenyn	mutation	np. ethnonym	Creeisteenyn	generated-eclipsis
creest	creest.n	Creest	self	np. personal	Creest	
chreest	creest.n	Creest	mutation	np. personal	Creest	generated-lenition
cregeen	cregeen.np	Cregeen	self	np. personal	Cregeen	
chregeen	cregeen.np	Cregeen	mutation	np. personal	Cregeen	generated-lenition
gregeen	cregeen.np	Cregeen	mutation	np. personal	Cregeen	generated-eclipsis
cregneash	cregneash.np	Cregneash	self	np. other	Cregneash	
chregneash	cregneash.np	Cregneash	mutation	np. other	Cregneash	generated-lenition
gregneash	cregneash.np	Cregneash	mutation	np. other	Cregneash	generated-eclipsis
crellin	crellin.np	Crellin	self	np. other	Crellin	
chrellin	crellin.np	Crellin	mutation	np. other	Crellin	generated-lenition
grellin	crellin.np	Crellin	mutation	np. other	Crellin	generated-eclipsis
creneash	creneash.np	Creneash	self	np. other	Creneash	
chreneash	creneash.np	Creneash	mutation	np. other	Creneash	generated-lenition
greneash	creneash.np	Creneash	mutation	np. other	Creneash	generated-eclipsis
crennell	crennell.np	Crennell	self	np. personal	Crennell	
chrennell	crennell.np	Crennell	mutation	np. personal	Crennell	generated-lenition
grennell	crennell.np	Crennell	mutation	np. personal	Crennell	generated-eclipsis
crete	crete.np	Crete	self	np. other	Crete	
chrete	crete.np	Crete	mutation	np. other	Crete	generated-lenition
grete	crete.np	Crete	mutation	np. other	Crete	generated-eclipsis
cristeen	cristeen.np	Cristeen	self	np. other	Cristeen	
christeen	cristeen.np	Cristeen	mutation	np. other	Cristeen	generated-lenition
gristeen	cristeen.np	Cristeen	mutation	np. other	Cristeen	generated-eclipsis
cristl	cristl.np	Cristl	self	np. other	Cristl	
christl	cristl.np	Cristl	mutation	np. other	Cristl	generated-lenition
gristl	cristl.np	Cristl	mutation	np. other	Cristl	generated-eclipsis
crogheenyn crooin	crogheenyn-crooin.np	Crogheenyn-Crooin	self	np. other	Crogheenyn-Crooin	
crogheenyncrooin	crogheenyn-crooin.np	Crogheenyn-Crooin	self	np. other	Crogheenyn-Crooin	collapsed
crookhaven	crookhaven.np	Crookhaven	self	np. other	Crookhaven	
chrookhaven	crookhaven.np	Crookhaven	mutation	np. other	Crookhaven	generated-lenition
grookhaven	crookhaven.np	Crookhaven	mutation	np. other	Crookhaven	generated-eclipsis
crurie	crurie.np	Crurie	self	np. other	Crurie	
chrurie	crurie.np	Crurie	mutation	np. other	Crurie	generated-lenition
grurie	crurie.np	Crurie	mutation	np. other	Crurie	generated-eclipsis
cubbon	cubbon.np	Cubbon	self	np. other	Cubbon	
chubbon	cubbon.np	Cubbon	mutation	np. other	Cubbon	generated-lenition
cur kied	cur-kied.np	Cur-Kied	self	np. other	Cur-Kied	
curkied	cur-kied.np	Cur-Kied	self	np. other	Cur-Kied	collapsed
cush	cush.np	Cush	self	np. other	Cush	
chush	cush.np	Cush	mutation	np. other	Cush	generated-lenition
gush	cush.np	Cush	mutation	np. other	Cush	generated-eclipsis
cushi	cushi.np	Cushi	self	np. other	Cushi	
chushi	cushi.np	Cushi	mutation	np. other	Cushi	generated-lenition
gushi	cushi.np	Cushi	mutation	np. other	Cushi	generated-eclipsis
cushlin	cushlin.np	Cushlin	self	np. other	Cushlin	
chushlin	cushlin.np	Cushlin	mutation	np. other	Cushlin	generated-lenition
gushlin	cushlin.np	Cushlin	mutation	np. other	Cushlin	generated-eclipsis
cymdeithas	cymdeithas.np	Cymdeithas	self	np. other	Cymdeithas	
chymdeithas	cymdeithas.np	Cymdeithas	mutation	np. other	Cymdeithas	generated-lenition
gymdeithas	cymdeithas.np	Cymdeithas	mutation	np. other	Cymdeithas	generated-eclipsis
cymraeg	cymraeg.np	Cymraeg	self	np. other	Cymraeg	
chymraeg	cymraeg.np	Cymraeg	mutation	np. other	Cymraeg	generated-lenition
gymraeg	cymraeg.np	Cymraeg	mutation	np. other	Cymraeg	generated-eclipsis
cymru	cymru.np	Cymru	self	np. other	Cymru	
chymru	cymru.np	Cymru	mutation	np. other	Cymru	generated-lenition
gymru	cymru.np	Cymru	mutation	np. other	Cymru	generated-eclipsis
cyprus	cyprus.np	Cyprus	self	np. other	Cyprus	
chyprus	cyprus.np	Cyprus	mutation	np. other	Cyprus	generated-lenition
gyprus	cyprus.np	Cyprus	mutation	np. other	Cyprus	generated-eclipsis
cyrene	cyrene.np	Cyrene	self	np. other	Cyrene	
chyrene	cyrene.np	Cyrene	mutation	np. other	Cyrene	generated-lenition
gyrene	cyrene.np	Cyrene	mutation	np. other	Cyrene	generated-eclipsis
cyrenian	cyrenian.np	Cyrenian	self	np. other	Cyrenian	
chyrenian	cyrenian.np	Cyrenian	mutation	np. other	Cyrenian	generated-lenition
gyrenian	cyrenian.np	Cyrenian	mutation	np. other	Cyrenian	generated-eclipsis
cyrus	cyrus.np	Cyrus	self	np. personal	Cyrus	
chyrus	cyrus.np	Cyrus	mutation	np. personal	Cyrus	generated-lenition
gyrus	cyrus.np	Cyrus	mutation	np. personal	Cyrus	generated-eclipsis
dafydd	dafydd.np	Dafydd	self	np. other	Dafydd	
ghafydd	dafydd.np	Dafydd	mutation	np. other	Dafydd	generated-lenition
nafydd	dafydd.np	Dafydd	mutation	np. other	Dafydd	generated-eclipsis
dagon	dagon.np	Dagon	self	np. other	Dagon	
ghagon	dagon.np	Dagon	mutation	np. other	Dagon	generated-lenition
nagon	dagon.np	Dagon	mutation	np. other	Dagon	generated-eclipsis
daithi	daithi.np	Daithi	self	np. other	Daithi	
ghaithi	daithi.np	Daithi	mutation	np. other	Daithi	generated-lenition
naithi	daithi.np	Daithi	mutation	np. other	Daithi	generated-eclipsis
dalyell	dalyell.np	Dalyell	self	np. other	Dalyell	
ghalyell	dalyell.np	Dalyell	mutation	np. other	Dalyell	generated-lenition
nalyell	dalyell.np	Dalyell	mutation	np. other	Dalyell	generated-eclipsis
damascus	damascus.np	Damascus	self	np. place	Damascus	
ghamascus	damascus.np	Damascus	mutation	np. place	Damascus	generated-lenition
namascus	damascus.np	Damascus	mutation	np. place	Damascus	generated-eclipsis
daniel	daniel.np	Daniel	self	np. personal	Daniel	
ghaniel	daniel.np	Daniel	mutation	np. personal	Daniel	generated-lenition
naniel	daniel.np	Daniel	mutation	np. personal	Daniel	generated-eclipsis
danube	danube.np	Danube	self	np. other	Danube	
ghanube	danube.np	Danube	mutation	np. other	Danube	generated-lenition
nanube	danube.np	Danube	mutation	np. other	Danube	generated-eclipsis
darius	darius.np	Darius	self	np. personal	Darius	
gharius	darius.np	Darius	mutation	np. personal	Darius	generated-lenition
narius	darius.np	Darius	mutation	np. personal	Darius	generated-eclipsis
dathan	dathan.np	Dathan	self	np. personal	Dathan	
ghathan	dathan.np	Dathan	mutation	np. personal	Dathan	generated-lenition
david	david.np	David	self	np. personal	David	
ghavid	david.np	David	mutation	np. personal	David	generated-lenition
navid	david.np	David	mutation	np. personal	David	generated-eclipsis
davies	davies.np	Davies	self	np. personal	Davies	
ghavies	davies.np	Davies	mutation	np. personal	Davies	generated-lenition
navies	davies.np	Davies	mutation	np. personal	Davies	generated-eclipsis
debir	debir.np	Debir	self	np. other	Debir	
ghebir	debir.np	Debir	mutation	np. other	Debir	generated-lenition
nebir	debir.np	Debir	mutation	np. other	Debir	generated-eclipsis
deborah	deborah.np	Deborah	self	np. personal	Deborah	
gheborah	deborah.np	Deborah	mutation	np. personal	Deborah	generated-lenition
neborah	deborah.np	Deborah	mutation	np. personal	Deborah	generated-eclipsis
dec	dec.np	Dec	self	np. other	Dec	
ghec	dec.np	Dec	mutation	np. other	Dec	generated-lenition
nec	dec.np	Dec	mutation	np. other	Dec	generated-eclipsis
decapolis	decapolis.np	Decapolis	self	np. other	Decapolis	
ghecapolis	decapolis.np	Decapolis	mutation	np. other	Decapolis	generated-lenition
necapolis	decapolis.np	Decapolis	mutation	np. other	Decapolis	generated-eclipsis
dedan	dedan.np	Dedan	self	np. other	Dedan	
ghedan	dedan.np	Dedan	mutation	np. other	Dedan	generated-lenition
nedan	dedan.np	Dedan	mutation	np. other	Dedan	generated-eclipsis
delaiah	delaiah.np	Delaiah	self	np. other	Delaiah	
ghelaiah	delaiah.np	Delaiah	mutation	np. other	Delaiah	generated-lenition
nelaiah	delaiah.np	Delaiah	mutation	np. other	Delaiah	generated-eclipsis
delby	delby.np	Delby	self	np. other	Delby	
ghelby	delby.np	Delby	mutation	np. other	Delby	generated-lenition
nelby	delby.np	Delby	mutation	np. other	Delby	generated-eclipsis
delilah	delilah.np	Delilah	self	np. personal	Delilah	
ghelilah	delilah.np	Delilah	mutation	np. personal	Delilah	generated-lenition
nelilah	delilah.np	Delilah	mutation	np. personal	Delilah	generated-eclipsis
demetrius	demetrius.np	Demetrius	self	np. other	Demetrius	
ghemetrius	demetrius.np	Demetrius	mutation	np. other	Demetrius	generated-lenition
nemetrius	demetrius.np	Demetrius	mutation	np. other	Demetrius	generated-eclipsis
derbe	derbe.np	Derbe	self	np. other	Derbe	
gherbe	derbe.np	Derbe	mutation	np. other	Derbe	generated-lenition
nerbe	derbe.np	Derbe	mutation	np. other	Derbe	generated-eclipsis
derby	derby.np	Derby	self	np. other	Derby	
gherby	derby.np	Derby	mutation	np. other	Derby	generated-lenition
nerby	derby.np	Derby	mutation	np. other	Derby	generated-eclipsis
derbyshire	derbyshire.np	Derbyshire	self	np. other	Derbyshire	
gherbyshire	derbyshire.np	Derbyshire	mutation	np. other	Derbyshire	generated-lenition
nerbyshire	derbyshire.np	Derbyshire	mutation	np. other	Derbyshire	generated-eclipsis
desmond	desmond.np	Desmond	self	np. other	Desmond	
ghesmond	desmond.np	Desmond	mutation	np. other	Desmond	generated-lenition
nesmond	desmond.np	Desmond	mutation	np. other	Desmond	generated-eclipsis
deut	deut.np	Deut	self	np. other	Deut	
gheut	deut.np	Deut	mutation	np. other	Deut	generated-lenition
neut	deut.np	Deut	mutation	np. other	Deut	generated-eclipsis
deuteronomy	deuteronomy.np	Deuteronomy	self	np. other	Deuteronomy	
gheuteronomy	deuteronomy.np	Deuteronomy	mutation	np. other	Deuteronomy	generated-lenition
neuteronomy	deuteronomy.np	Deuteronomy	mutation	np. other	Deuteronomy	generated-eclipsis
diana	diana.np	Diana	self	np. other	Diana	
ghiana	diana.np	Diana	mutation	np. other	Diana	generated-lenition
niana	diana.np	Diana	mutation	np. other	Diana	generated-eclipsis
dibon	dibon.np	Dibon	self	np. other	Dibon	
ghibon	dibon.np	Dibon	mutation	np. other	Dibon	generated-lenition
nibon	dibon.np	Dibon	mutation	np. other	Dibon	generated-eclipsis
dick	dick.np	Dick	self	np. other	Dick	
ghick	dick.np	Dick	mutation	np. other	Dick	generated-lenition
nick	dick.np	Dick	mutation	np. other	Dick	generated-eclipsis
didymus	didymus.np	Didymus	self	np. other	Didymus	
ghidymus	didymus.np	Didymus	mutation	np. other	Didymus	generated-lenition
nidymus	didymus.np	Didymus	mutation	np. other	Didymus	generated-eclipsis
dinah	dinah.np	Dinah	self	np. personal	Dinah	
ghinah	dinah.np	Dinah	mutation	np. personal	Dinah	generated-lenition
ninah	dinah.np	Dinah	mutation	np. personal	Dinah	generated-eclipsis
diomed	diomed.np	Diomed	self	np. other	Diomed	
ghiomed	diomed.np	Diomed	mutation	np. other	Diomed	generated-lenition
niomed	diomed.np	Diomed	mutation	np. other	Diomed	generated-eclipsis
dishan	dishan.np	Dishan	self	np. other	Dishan	
ghishan	dishan.np	Dishan	mutation	np. other	Dishan	generated-lenition
nishan	dishan.np	Dishan	mutation	np. other	Dishan	generated-eclipsis
dishon	dishon.np	Dishon	self	np. other	Dishon	
ghishon	dishon.np	Dishon	mutation	np. other	Dishon	generated-lenition
nishon	dishon.np	Dishon	mutation	np. other	Dishon	generated-eclipsis
diwan	diwan.np	Diwan	self	np. other	Diwan	
ghiwan	diwan.np	Diwan	mutation	np. other	Diwan	generated-lenition
niwan	diwan.np	Diwan	mutation	np. other	Diwan	generated-eclipsis
djee	djee.np	Djee	self	np. ethnonym	Djee	
ghjee	djee.np	Djee	mutation	np. ethnonym	Djee	generated-lenition
njee	djee.np	Djee	mutation	np. ethnonym	Djee	generated-eclipsis
dna	dna.np	Dna	self	np. other	Dna	
ghna	dna.np	Dna	mutation	np. other	Dna	generated-lenition
nna	dna.np	Dna	mutation	np. other	Dna	generated-eclipsis
dodo	dodo.np	Dodo	self	np. personal	Dodo	
ghodo	dodo.np	Dodo	mutation	np. personal	Dodo	generated-lenition
nodo	dodo.np	Dodo	mutation	np. personal	Dodo	generated-eclipsis
doeg	doeg.np	Doeg	self	np. personal	Doeg	
ghoeg	doeg.np	Doeg	mutation	np. personal	Doeg	generated-lenition
noeg	doeg.np	Doeg	mutation	np. personal	Doeg	generated-eclipsis
domini	domini.np	Domini	self	np. other	Domini	
ghomini	domini.np	Domini	mutation	np. other	Domini	generated-lenition
nomini	domini.np	Domini	mutation	np. other	Domini	generated-eclipsis
donald	donald.np	Donald	self	np. other	Donald	
ghonald	donald.np	Donald	mutation	np. other	Donald	generated-lenition
nonald	donald.np	Donald	mutation	np. other	Donald	generated-eclipsis
donncha	donncha.np	Donncha	self	np. other	Donncha	
ghonncha	donncha.np	Donncha	mutation	np. other	Donncha	generated-lenition
nonncha	donncha.np	Donncha	mutation	np. other	Donncha	generated-eclipsis
dooilish	dooilish.np	Dooilish	self	np. language	Dooilish	
ghooilish	dooilish.np	Dooilish	mutation	np. language	Dooilish	generated-lenition
nooilish	dooilish.np	Dooilish	mutation	np. language	Dooilish	generated-eclipsis
doolish	doolish.n	Doolish	self	np. place	Doolish	
ghoolish	doolish.n	Doolish	mutation	np. place	Doolish	generated-lenition
noolish	doolish.n	Doolish	mutation	np. place	Doolish	generated-eclipsis
dorcas	dorcas.np	Dorcas	self	np. other	Dorcas	
ghorcas	dorcas.np	Dorcas	mutation	np. other	Dorcas	generated-lenition
norcas	dorcas.np	Dorcas	mutation	np. other	Dorcas	generated-eclipsis
doug	doug.np	Doug	self	np. other	Doug	
ghoug	doug.np	Doug	mutation	np. other	Doug	generated-lenition
noug	doug.np	Doug	mutation	np. other	Doug	generated-eclipsis
douglas	doolish.n	Doolish	variant	np. place	Douglas	
ghouglas	doolish.n	Doolish	mutation	np. place	Douglas	generated-lenition
nouglas	doolish.n	Doolish	mutation	np. place	Douglas	generated-eclipsis
drummey	drummey.np	Drummey	self	np. other	Drummey	
ghrummey	drummey.np	Drummey	mutation	np. other	Drummey	generated-lenition
nrummey	drummey.np	Drummey	mutation	np. other	Drummey	generated-eclipsis
dyeesey	dyeesey.np	Dyeesey	self	np. other	Dyeesey	
ghyeesey	dyeesey.np	Dyeesey	mutation	np. other	Dyeesey	generated-lenition
nyeesey	dyeesey.np	Dyeesey	mutation	np. other	Dyeesey	generated-eclipsis
dyfed	dyfed.np	Dyfed	self	np. other	Dyfed	
ghyfed	dyfed.np	Dyfed	mutation	np. other	Dyfed	generated-lenition
nyfed	dyfed.np	Dyfed	mutation	np. other	Dyfed	generated-eclipsis
eairy	eairy.np	Eairy	self	np. other	Eairy	
ealish	ealish.np	Ealish	self	np. personal	Ealish	
eamon	eamon.np	Eamon	self	np. other	Eamon	
earack	earack.np	Earack	self	np. other	Earack	
earl	earl.np	Earl	self	np. other	Earl	
ebal	ebal.np	Ebal	self	np. other	Ebal	
ebed	ebed.np	Ebed	self	np. other	Ebed	
ebed melech	ebed-melech.np	Ebed-Melech	self	np. other	Ebed-Melech	
ebedmelech	ebed-melech.np	Ebed-Melech	self	np. other	Ebed-Melech	collapsed
eber	eber.np	Eber	self	np. other	Eber	
ecbatane	ecbatane.np	Ecbatane	self	np. other	Ecbatane	
ecclesiasticus	ecclesiasticus.np	Ecclesiasticus	self	np. other	Ecclesiasticus	
edard	edard.np	Edard	self	np. personal	Edard	
eden	eden.np	Eden	self	np. place	Eden	
edjin	edjin.np	Edjin	self	np. other	Edjin	
edna	edna.np	Edna	self	np. other	Edna	
edom	edom.np	Edom	self	np. place	Edom	
edomite	edomite.np	Edomite	self	np. other	Edomite	
edomiteyn	edomiteyn.np	Edomiteyn	self	np. ethnonym	Edomiteyn	
edrei	edrei.np	Edrei	self	np. other	Edrei	
edward	edward.np	Edward	self	np. personal	Edward	
edwards	edwards.np	Edwards	self	np. other	Edwards	
edwd	edwd.np	Edwd	self	np. other	Edwd	
eeley	eeley.np	Eeley	self	np. other	Eeley	
eeslyn	eeslyn.np	Eeslyn	self	np. ethnonym	Eeslyn	
eglon	eglon.np	Eglon	self	np. other	Eglon	
egypt	egypt.np	Egypt	self	np. place	Egypt	
egyptian	egyptian.np	Egyptian	self	np. ethnonym	Egyptian	
egyptianee	egyptian.np	Egyptian	inflected	np. ethnonym	Egyptian	
ehud	ehud.np	Ehud	self	np. personal	Ehud	
eilean	eilean.np	Eilean	self	np. other	Eilean	
eireann	eireann.np	Eireann	self	np. other	Eireann	
eisrael	israel.np	Israel	variant	np. place	Eisrael	
ejipt	ejipt.np	Ejipt	self	np. other	Ejipt	
ekron	ekron.np	Ekron	self	np. place	Ekron	
elah	elah.np	Elah	self	np. personal	Elah	
elam	elam.np	Elam	self	np. place	Elam	
elath	elath.np	Elath	self	np. other	Elath	
elealeh	elealeh.np	Elealeh	self	np. other	Elealeh	
eleazar	eleazar.np	Eleazar	self	np. personal	Eleazar	
eli	eli.np	Eli	self	np. personal	Eli	
eliab	eliab.np	Eliab	self	np. personal	Eliab	
eliakim	eliakim.np	Eliakim	self	np. personal	Eliakim	
elian	elian.np	Elian	self	np. other	Elian	
elias	elias.np	Elias	self	np. personal	Elias	
eliasaph	eliasaph.np	Eliasaph	self	np. other	Eliasaph	
eliashib	eliashib.np	Eliashib	self	np. other	Eliashib	
eliel	eliel.np	Eliel	self	np. other	Eliel	
eliezer	eliezer.np	Eliezer	self	np. personal	Eliezer	
elihu	elihu.np	Elihu	self	np. other	Elihu	
elijah	elijah.np	Elijah	self	np. personal	Elijah	
elim	elim.np	Elim	self	np. place	Elim	
elimelech	elimelech.np	Elimelech	self	np. personal	Elimelech	
elioenai	elioenai.np	Elioenai	self	np. other	Elioenai	
eliphaz	eliphaz.np	Eliphaz	self	np. other	Eliphaz	
eliphelet	eliphelet.np	Eliphelet	self	np. other	Eliphelet	
elisha	elisha.np	Elisha	self	np. personal	Elisha	
elishama	elishama.np	Elishama	self	np. other	Elishama	
eliud	eliud.np	Eliud	self	np. other	Eliud	
elizabeth	elizabeth.np	Elizabeth	self	np. personal	Elizabeth	
elizur	elizur.np	Elizur	self	np. other	Elizur	
elkanah	elkanah.np	Elkanah	self	np. personal	Elkanah	
ellesmere	ellesmere.np	Ellesmere	self	np. other	Ellesmere	
elliot	elliot.np	Elliot	self	np. other	Elliot	
elnathan	elnathan.np	Elnathan	self	np. other	Elnathan	
elon	elon.np	Elon	self	np. personal	Elon	
emily	emily.np	Emily	self	np. other	Emily	
emmanuel	emmanuel.np	Emmanuel	self	np. personal	Emmanuel	
en gedi	en-gedi.np	En-Gedi	self	np. other	En-Gedi	
engedi	en-gedi.np	En-Gedi	self	np. other	En-Gedi	collapsed
enan	enan.np	Enan	self	np. other	Enan	
english	english.np	English	self	np. language	English	
enoch	enoch.np	Enoch	self	np. personal	Enoch	
enos	enos.np	Enos	self	np. other	Enos	
eoin	eoin.np	Eoin	self	np. personal	Eoin	
eoineen	eoineen.np	Eoineen	self	np. other	Eoineen	
ephes	ephes.np	Ephes	self	np. other	Ephes	
ephesianee	ephesianee.np	Ephesianee	self	np. ethnonym	Ephesianee	
ephesus	ephesus.np	Ephesus	self	np. place	Ephesus	
ephraim	ephraim.np	Ephraim	self	np. personal	Ephraim	
ephraimiteyn	ephraimiteyn.np	Ephraimiteyn	self	np. ethnonym	Ephraimiteyn	
ephrath	ephrath.np	Ephrath	self	np. other	Ephrath	
ephron	ephron.np	Ephron	self	np. other	Ephron	
eric	eric.np	Eric	self	np. other	Eric	
erin	erin.n	Erin	self	np. place	Erin	
esaias	esaias.np	Esaias	self	np. personal	Esaias	
esau	esau.np	Esau	self	np. personal	Esau	
eshcol	eshcol.np	Eshcol	self	np. other	Eshcol	
eshtaol	eshtaol.np	Eshtaol	self	np. other	Eshtaol	
eshtemoa	eshtemoa.np	Eshtemoa	self	np. other	Eshtemoa	
esq	esq.np	Esq	self	np. other	Esq	
esrom	esrom.np	Esrom	self	np. other	Esrom	
essex	essex.np	Essex	self	np. other	Essex	
esther	esther.np	Esther	self	np. personal	Esther	
etam	etam.np	Etam	self	np. other	Etam	
ethan	ethan.np	Ethan	self	np. other	Ethan	
